"Code","Title","Description"
"423690","Other Electronic Parts and Equipment Merchant Wholesalers","This industry comprises establishments primarily engaged in the merchant wholesale distribution of electronic parts and equipment (except electrical apparatus and equipment, wiring supplies, and construction materials; electrical and electronic appliances; and television sets and radios).

Illustrative Examples:

Blank compact discs (CDs) merchant wholesalers
Blank digital video discs (DVDs) merchant wholesalers
Broadcasting equipment merchant wholesalers
Cellular telephones merchant wholesalers
Communications equipment merchant wholesalers
Modems and routers merchant wholesalers
Radar equipment merchant wholesalers
Teleconferencing equipment merchant wholesalers
Unloaded computer boards merchant wholesalers


Cross-References. Establishments primarily engaged in--"
"4237","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers","This industry group comprises establishments primarily engaged in the merchant wholesale distribution of hardware; plumbing and heating equipment and supplies (hydronics); warm air heating and air-conditioning equipment and supplies; and refrigeration equipment and supplies.
"
"42371","Hardware Merchant Wholesalers","See industry description for 423710."
"423710","Hardware Merchant Wholesalers","This industry comprises establishments primarily engaged in the merchant wholesale distribution of hardware, knives, or handtools.

Illustrative Examples:

Brads merchant wholesalers
Cutlery merchant wholesalers
Knives (except disposable plastics) merchant wholesalers
Power handtools (e.g., drills, saws, sanders) merchant wholesalers
Fasteners (e.g., bolts, nuts, rivets, screws) merchant wholesalers
Staples merchant wholesalers
Handtools (except motor vehicle, machinists' precision) merchant wholesalers
Hardware (except motor vehicle) merchant wholesalers
Tacks merchant wholesalers
Keys and locks merchant wholesalers


Cross-References. Establishments primarily engaged in--"
"42372","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","See industry description for 423720."
"423720","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","This industry comprises establishments primarily engaged in the merchant wholesale distribution of plumbing equipment, hydronic heating equipment, household-type water heaters, and/or supplies.

Cross-References. Establishments primarily engaged in--"
"42373","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","See industry description for 423730."
"423730","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","This industry comprises establishments primarily engaged in the merchant wholesale distribution of warm air heating and air-conditioning equipment and supplies.

Illustrative Examples:

Air pollution control equipment and supplies merchant wholesalers
Nonportable electric baseboard heaters merchant wholesalers
Air-conditioning equipment (except room units) merchant wholesalers
Warm air central heating equipment merchant wholesalers
Automotive air-conditioners merchant wholesalers
Ductless heating and air-conditioning system equipment merchant wholesalers 


Cross-References. Establishments primarily engaged in--"
"42374","Refrigeration Equipment and Supplies Merchant Wholesalers","See industry description for 423740."
"423740","Refrigeration Equipment and Supplies Merchant Wholesalers","This industry comprises establishments primarily engaged in the merchant wholesale distribution of refrigeration equipment (except household-type refrigerators, freezers, and air-conditioners).

Illustrative Examples:

Cold storage machinery merchant wholesalers
Refrigerated display cases merchant wholesalers
Commercial refrigerators merchant wholesalers
Water coolers merchant wholesalers


Cross-References. Establishments primarily engaged in--"
"4238","Machinery, Equipment, and Supplies Merchant Wholesalers","This industry group comprises establishments primarily engaged in the merchant wholesale distribution of construction, mining, farm, garden, industrial, service establishment, and transportation machinery, equipment, and supplies.
"
